x
48.90
49.24
49.28
49.29
49.31
48.91
49.26
49.31
49.31
48.88
49.26
49.29
48.86
49.24
48.84
49.26
49.24
48.86
49.31
49.24
48.90
49.26
48.86
48.90
48.88
49.28
49.28
48.90
48.90
48.91
48.86
48.90
48.91
49.31
48.90
48.90
50.60
49.26
49.28
48.90
48.88
49.28
48.91
48.91
49.28
48.90
48.90
48.93
48.91
48.91
49.26
49.29
49.28
48.90
49.28
48.86
49.29
48.88
49.29
48.91
49.28
48.88
48.90
48.91
49.26
49.33
49.26
49.33
48.91
49.74
49.28
49.26
48.88
48.95
48.93
48.93
49.28
48.93
49.29
48.91
49.28
48.91
48.90
48.86
48.91
48.93
49.33
49.28
49.03
49.29
48.88
49.33
48.91
49.31
48.91
48.90
48.90
49.29
48.95
48.90
48.88
48.91
49.31
48.88
48.84
49.31
48.88
49.31
48.91
49.26
49.28
48.86
49.28
48.90
49.31
49.28
48.88
48.88
50.33
49.29
48.93
48.43
48.90
48.86
48.45
49.53
49.29
49.29
49.29
49.31
49.29
49.31
48.90
49.29
48.91
48.88
49.28
48.90
42.83
48.88
48.86
48.90
48.90
49.29
49.28
49.31
49.33
48.90
48.86
48.91
49.31
48.88
48.84
48.93
48.91
49.31
49.28
48.91
49.33
48.90
48.93
48.59
48.86
49.28
48.90
48.91
49.33
49.33
48.93
49.31
49.33
48.91
48.93
48.91
48.91
48.93
49.31
49.31
48.90
49.31
48.91
49.29
48.91
48.90
49.31
47.66
48.91
49.33
49.31
49.26
49.33
48.91
49.29
49.31
48.90
49.34
49.29
48.91
48.88
48.88
48.97
49.29
48.90
50.91
48.90
48.88
49.33
48.95
48.91
48.90
48.93
46.76
49.31
48.90
49.31
48.91
48.90
48.93
49.29
48.91
49.29
48.91
49.31
49.26
48.90
49.28
48.90
49.26
48.91
48.88
49.28
48.88
48.93
48.93
48.90
48.90
49.29
49.31
47.74
49.28
49.33
48.88
48.86
48.88
49.28
49.29
49.31
49.31
48.86
48.91
49.28
48.93
48.90
48.93
48.90
51.02
50.21
48.91
49.31
49.28
49.31
48.86
48.88
49.33
49.29
49.31
49.33
48.90
49.29
48.90
48.90
49.31
49.29
49.33
48.91
48.88
48.86
48.88
49.31
48.91
48.88
49.31
50.34
48.86
48.88
49.28
49.26
48.90
48.84
49.28
48.95
48.84
48.86
49.29
48.86
49.26
49.29
49.28
49.29
49.33
49.34
48.90
49.29
49.29
48.90
49.34
48.90
49.28
51.64
48.93
49.26
48.88
49.28
48.90
49.26
48.91
48.95
48.91
49.28
48.88
48.90
49.28
49.29
48.86
48.90
48.91
49.29
48.93
48.93
48.90
48.93
49.26
48.90
48.93
48.91
49.29
49.33
47.48
48.91
48.95
48.93
48.90
48.90
49.31
48.91
48.97
49.29
49.28
48.90
49.28
49.31
49.31
48.91
48.91
49.28
49.31
48.93
49.28
49.28
48.88
48.91
49.29
48.91
49.29
49.31
49.29
49.29
48.36
48.95
49.26
49.31
49.26
48.88
49.26
48.86
49.26
48.86
48.93
48.90
49.33
48.88
48.90
49.31
49.26
49.28
51.03
51.24
49.83
49.31
48.93
49.31
49.31
49.29
49.31
49.33
48.88
48.86
49.28
48.95
49.33
48.90
48.93
48.91
48.91
49.29
48.91
48.90
48.91
48.88
49.31
49.31
48.91
49.29
48.97
48.88
49.41
49.28
49.29
48.95
49.28
49.29
48.91
48.91
47.28
48.95
49.26
49.28
49.26
48.90
49.26
49.28
48.93
49.29
49.33
49.33
48.91
48.86
48.91
48.84
49.31
49.31
49.29
49.29
48.90
49.26
48.91
48.93
49.31
48.90
49.29
49.31
49.33
48.19
48.93
48.84
48.91
49.28
48.90
48.88
48.88
48.86
48.90
48.91
48.88
48.91
49.31
49.29
49.31
49.31
49.29
49.26
49.26
49.29
48.88
48.90
48.88
48.88
47.03
48.88
49.31
49.28
49.29
49.29
48.93
48.91
49.28
48.90
49.31
48.91
49.31
49.28
49.31
48.91
48.88
49.28
50.83
48.88
48.88
48.88
48.93
48.90
48.90
48.90
48.91
48.95
47.90
48.86
48.91
48.90
48.88
49.26
48.90
49.26
48.88
48.90
49.34
49.29
49.26
48.90
49.33
48.93
49.74
49.29
48.88
49.28
49.28
48.86
48.90
48.88
48.86
48.53
48.93
48.86
49.29
49.28
49.29
49.29
49.28
49.28
49.29
48.91
49.28
48.90
48.86
48.86
49.28
49.31
49.34
48.88
49.31
48.91
48.88
48.88
48.91
48.48
48.86
48.93
48.90
48.88
49.29
49.29
48.91
48.86
49.29
48.91
49.24
48.93
48.90
48.88
49.33
49.31
48.90
50.02
49.29
49.26
48.88
49.33
49.34
49.29
48.86
48.93
49.28
48.95
48.90
47.93
49.29
48.93
49.26
49.29
48.88
48.90
48.86
49.28
48.93
48.88
48.91
48.88
48.90
49.26
49.28
49.29
48.91
49.91
48.95
48.86
48.90
48.88
48.91
49.29
48.91
49.26
48.84
48.90
49.28
49.29
48.84
49.29
48.86
49.28
48.88
48.84
49.33
48.86
49.28
48.93
48.88
48.91
49.24
48.91
49.24
49.29
51.09
48.86
51.36
49.26
48.90
49.34
48.90
48.93
48.86
49.31
49.31
48.86
49.31
49.29
49.29
46.88
49.31
48.88
49.29
48.88
49.26
48.26
48.88
48.90
49.34
48.95
48.95
49.29
48.91
49.33
48.91
48.90
50.79
49.29
48.90
49.31
48.90
48.93
48.90
49.31
48.88
48.91
48.90
48.90
48.88
48.88
48.90
48.88
49.26
49.29
48.91
48.91
48.90
48.88
48.86
49.29
48.91
48.88
48.93
48.91
48.88
49.33
49.00
48.93
49.26
49.28
49.28
49.29
49.31
49.28
49.29
49.26
48.95
49.29
48.07
48.86
49.26
49.31
48.88
48.91
49.33
48.95
48.84
48.90
49.29
48.90
48.84
48.88
49.26
48.88
49.33
48.93
51.05
50.31
48.91
48.95
49.28
49.34
48.90
49.31
49.36
48.95
48.90
49.28
49.28
49.33
48.90
48.88
48.95
49.31
48.00
49.28
49.31
49.31
49.33
49.31
49.62
50.36
48.93
49.36
48.95
48.93
49.31
48.88
48.93
48.93
49.28
49.31
48.93
48.90
48.88
48.90
49.28
48.88
48.88
48.88
48.88
48.88
48.90
49.34
49.31
49.33
49.48
49.26
49.26
49.33
49.28
49.28
48.90
48.90
49.31
48.91
49.31
49.28
46.45
49.29
48.86
48.90
49.29
49.31
49.26
48.90
48.95
49.28
49.29
48.93
49.26
48.91
49.24
49.31
49.72
48.91
48.91
48.90
49.31
48.93
49.24
48.90
48.91
48.91
48.90
48.90
49.31
48.91
48.90
48.91
48.97
49.28
49.26
48.95
48.91
49.28
49.28
48.95
49.26
48.90
49.26
48.90
49.26
48.95
48.88
49.31
49.33
48.91
49.28
48.90
49.33
49.31
49.26
48.95
48.93
48.90
49.31
49.31
49.29
48.88
48.95
49.34
51.55
48.86
48.64
49.28
49.31
48.93
48.88
48.88
49.28
49.33
48.90
48.90
49.31
49.28
49.31
48.84
49.28
48.90
48.91
48.90
48.31
48.86
48.91
48.88
49.26
49.31
48.90
49.31
48.86
49.26
48.88
48.86
49.29
48.88
48.88
49.28
48.90
48.88
48.88
48.91
48.91
48.91
48.93
48.91
48.91
48.90
49.28
49.28
49.31
48.91
48.93
49.33
49.26
48.86
48.91
48.88
47.48
48.88
48.88
48.90
49.31
48.90
48.90
49.28
49.90
48.86
48.88
48.88
48.86
49.31
48.91
48.36
48.90
48.88
48.88
49.28
49.26
48.90
48.84
48.88
48.88
48.66
48.90
48.93
48.88
48.93
49.29
49.28
48.88
49.26
49.29
48.91
48.88
49.29
48.88
48.90
49.26
49.33
49.29
48.91
49.28
48.88
49.29
48.90
48.91
49.29
51.83
50.31
49.28
50.57
49.28
48.88
48.93
48.93
49.31
48.81
49.26
48.91
49.29
49.29
49.29
49.26
48.91
49.28
48.90
48.86
48.93
49.28
48.88
48.90
49.33
48.86
50.52
48.91
49.28
49.31
48.93
49.33
48.88
48.86
49.29
48.86
47.36
48.91
49.31
49.33
48.95
48.83
48.91
49.28
48.88
48.90
49.24
48.91
49.28
48.90
48.90
47.62
48.86
48.88
49.28
48.90
49.29
49.28
49.29
49.26
48.86
49.28
49.28
49.26
48.91
48.88
49.28
49.24
48.84
51.26
49.28
48.93
49.31
48.90
49.31
48.91
48.90
49.28
49.26
48.02
49.28
49.28
49.31
49.31
48.88
49.31
48.86
49.28
48.88
48.88
49.28
48.86
48.90
49.31
48.90
49.31
48.88
48.90
48.91
48.84
48.90
49.29
48.90
49.26
49.29
48.84
48.86
49.29
49.33
48.91
48.91
48.86
49.34
48.90
48.91
49.34
49.31
48.88
48.88
48.86
49.28
49.26
49.34
49.28
49.28
49.31
49.29
49.29
48.95
49.33
48.90
48.88
49.28
48.88
48.84
49.29
49.29
49.29
48.91
48.90
49.26
48.93
48.90
49.33
48.88
49.29
49.64
48.88
48.93
49.24
48.86
49.26
49.28
49.29
49.34
49.29
49.24
48.90
48.91
49.26
48.88
49.31
49.33
48.91
48.91
48.93
49.28
48.88
48.90
48.86
48.97
49.29
48.91
49.29
48.88
49.24
48.91
49.28
48.84
49.14
49.24
49.29
49.28
48.93
48.95
49.28
49.26
49.26
49.29
49.29
48.95
49.31
49.26
48.90
48.90
49.29
48.90
49.38
50.31
49.28
48.95
48.91
49.24
49.29
49.29
48.90
49.17
47.62
49.26
48.86
49.24
48.93
49.31
49.24
48.91
48.91
49.31
48.88
48.91
48.95
48.22
49.33
48.93
49.33
49.48
50.36
48.97
48.90
48.88
49.31
48.93
48.88
46.64
48.91
48.93
48.88
48.86
49.29
48.91
48.90
48.88
48.86
49.29
49.29
48.86
48.91
49.28
48.90
49.26
49.67
49.28
49.26
48.88
49.29
48.90
48.88
48.84
48.84
48.91
49.29
49.26
49.29
48.90
49.31
49.28
49.33
49.28
49.28
48.90
48.86
48.86
49.26
48.91
49.28
49.26
49.29
49.26
49.28
49.31
48.91
48.88
48.90
49.28
48.14
49.33
48.91
49.34
49.33
48.88
49.29
48.91
49.31
49.28
49.33
48.91
48.90
48.88
48.88
48.90
48.91
50.03
49.29
48.88
48.90
48.88
49.28
48.86
48.90
48.86
48.88
48.88
49.31
48.93
49.29
48.86
48.90
48.86
48.90
48.91
49.26
49.29
48.88
48.95
48.90
49.12
48.91
49.34
49.31
49.26
47.84
49.29
49.29
55.74
48.91
48.84
49.24
49.29
49.26
48.74
49.29
48.93
48.88
48.88
48.93
48.90
48.90
49.26
49.28
48.90
48.90
48.88
48.90
48.93
45.57
51.05
48.90
48.91
48.90
48.88
48.90
49.31
49.29
48.28
48.90
48.90
48.88
49.29
48.88
49.29
48.90
49.26
48.86
48.93
48.91
49.33
48.93
48.90
48.93
48.84
50.83
48.88
48.91
49.28
48.88
48.90
49.28
48.00
48.93
49.31
48.91
48.91
48.93
49.28
49.24
49.31
49.28
48.93
49.34
49.33
48.88
48.86
49.29
48.88
48.91
49.33
48.88
49.29
48.93
48.88
49.31
49.24
48.88
49.28
48.90
49.29
49.29
48.90
48.88
48.97
49.28
48.90
49.31
48.93
48.88
48.86
48.95
49.26
49.31
48.84
51.09
49.29
49.28
48.91
48.93
48.88
48.88
49.28
48.86
49.34
49.28
48.78
48.88
48.86
48.88
49.28
48.88
48.84
48.86
48.90
49.29
48.90
48.88
48.90
48.86
55.83
49.28
49.26
49.26
50.22
49.29
48.88
49.28
49.28
48.88
48.83
48.33
48.91
48.90
48.83
48.90
49.26
49.28
48.88
49.29
49.31
49.28
48.88
48.91
49.28
49.33
52.79
48.90
48.91
48.86
48.93
49.31
49.31
49.31
49.26
49.26
48.93
49.28
48.86
49.29
49.29
48.93
48.91
49.26
48.86
48.90
48.88
49.26
49.28
50.24
48.86
48.90
48.93
48.86
48.88
49.31
48.83
48.88
49.24
48.88
51.22
49.28
48.90
49.31
48.93
48.88
48.90
49.33
49.26
48.93
49.28
49.29
48.93
48.90
49.22
49.29
48.91
